First,Last,StudentID,Grade,ScanTime,Status
Aileen,Klukken,5862872,10,1/24/2022 8:02,Present on time
Ricarda,Kratt,5335357,12,1/24/2022 8:02,Present on time
Willard,Lablanc,4364815,12,1/24/2022 8:02,Present on time
Kendra,Loud,6132375,9,1/24/2022 8:02,Present on time
Earleen,Mai,3372672,11,1/24/2022 8:02,Present on time
Armanda,Mcduffie,4255368,10,1/24/2022 8:02,Present on time
Noble,Miyata,4142434,9,1/24/2022 8:02,Present on time
Tracey,Modzelewski,4278261,9,1/24/2022 8:02,Present on time
Taryn,Moyd,6730543,10,1/24/2022 8:02,Present on time
Xenia,Mushero,2713064,9,1/24/2022 8:02,Present on time
Matthew,Neither,3267140,9,1/24/2022 8:02,Present on time
Vonda,Normandeau,4205775,11,1/24/2022 8:02,Present on time
Moon,Parlato,3747144,9,1/24/2022 8:02,Present on time
Jeannine,Rippy,1436217,12,1/24/2022 8:02,Present on time
Helene,Rodenberger,5423145,11,1/24/2022 8:02,Present on time
Shaun,Scovil,3560561,9,1/24/2022 8:02,Present on time
Layla,Springe,2734258,10,1/24/2022 8:02,Present on time
Cassi,Wildfong,7407022,11,1/24/2022 8:02,Present on time
Lynelle,Auber,6625118,9,1/24/2022 8:03,Present on time
Lauran,Burnard,6513781,9,1/24/2022 8:03,Present on time
Zona,Colla,5346247,10,1/24/2022 8:03,Present on time
Dorcas,Diebold,5676144,11,1/24/2022 8:03,Present on time
Sharika,Eanes,7647732,12,1/24/2022 8:03,Present on time
Leonida,Gobern,4435537,9,1/24/2022 8:03,Present on time
Coral,Helmcamp,7766604,11,1/24/2022 8:03,Present on time
Dorthy,Hidvegi,3856715,9,1/24/2022 8:03,Present on time
Veronika,Inouye,8120114,9,1/24/2022 8:03,Present on time
Gail,Kitty,7024123,9,1/24/2022 8:03,Present on time
Mari,Lueckenbach,537404,11,1/24/2022 8:03,Present on time
Colton,Pesqueira,7350414,9,1/24/2022 8:03,Present on time
Francesco,Sarchet,2362177,9,1/24/2022 8:03,Present on time
Veta,Vandeberg,3413744,9,1/24/2022 8:03,Present on time
Jerry,Zurcher,6524076,9,1/24/2022 8:03,Present on time
Johnetta,Abdallah,5162046,12,1/24/2022 8:04,Present on time
Nydia,Ancar,5157202,11,1/24/2022 8:04,Present on time
Christa,Cloutier,4075417,11,1/24/2022 8:04,Present on time
Lezlie,Craghead,6147281,9,1/24/2022 8:04,Present on time
Josephine,Darakjy,2682613,11,1/24/2022 8:04,Present on time
Eric,Gazzola,4466377,12,1/24/2022 8:04,Present on time
Gearldine,Haberle,5735664,9,1/24/2022 8:04,Present on time
Billi,Kazar,7511066,10,1/24/2022 8:04,Present on time
Nan,Koppinger,2875470,9,1/24/2022 8:04,Present on time
Leslee,Matsuno,8872725,10,1/24/2022 8:04,Present on time
Susana,Mccarley,7175461,11,1/24/2022 8:04,Present on time
Justine,Mugnolo,6122400,11,1/24/2022 8:04,Present on time
Glory,Schieler,5171543,11,1/24/2022 8:04,Present on time
Michal,Gunyan,2166515,10,1/24/2022 8:05,Present on time
Alex,Loader,6576768,9,1/24/2022 8:05,Present on time
Abel,Maclead,4227776,12,1/24/2022 8:05,Present on time
Mollie,Mcdoniel,4342514,12,1/24/2022 8:05,Present on time
Lilli,Scriven,8422425,9,1/24/2022 8:05,Present on time
Elfriede,Bakeley,6045452,12,1/24/2022 8:06,Present on time
Jani,Biddy,3371552,9,1/24/2022 8:06,Present on time
Truman,Feichtner,5331577,11,1/24/2022 8:06,Present on time
Albina,Glick,2403324,10,1/24/2022 8:06,Present on time
Florinda,Haycock,6255623,11,1/24/2022 8:06,Present on time
Dion,Lamastus,7738147,10,1/24/2022 8:06,Present on time
Aron,Leuthold,554276,12,1/24/2022 8:06,Present on time
Denna,Miklitz,8124135,10,1/24/2022 8:06,Present on time
Vallie,Nigl,3205674,10,1/24/2022 8:06,Present on time
Kristeen,Turinetti,3648561,11,1/24/2022 8:06,Present on time
Dick,Wenzinger,7777682,10,1/24/2022 8:06,Present on time
Melynda,Anstead,2114223,10,1/24/2022 8:07,Present on time
Roxane,Campain,6533517,10,1/24/2022 8:07,Present on time
Ryan,Harnos,2265584,12,1/24/2022 8:07,Present on time
Markus,Lukasik,7742321,11,1/24/2022 8:07,Present on time
Jettie,Mconnell,7053326,12,1/24/2022 8:07,Present on time
Josefa,Opitz,2151072,12,1/24/2022 8:07,Present on time
Janine,Rhoden,6228577,12,1/24/2022 8:07,Present on time
Ty,Smith,4421760,11,1/24/2022 8:07,Present on time
Avery,Steier,443084,12,1/24/2022 8:07,Present on time
Sherly,Vitrano,4555220,10,1/24/2022 8:07,Present on time
Rhea,Aredondo,4547516,10,1/24/2022 8:08,Present on time
Giovanna,Bacho,6121403,10,1/24/2022 8:08,Present on time
Ira,Betterton,3567164,11,1/24/2022 8:08,Present on time
Nicolette,Brossart,6767344,12,1/24/2022 8:08,Present on time
Kris,Marrier,6744435,11,1/24/2022 8:08,Present on time
Lenna,Newville,2113334,11,1/24/2022 8:08,Present on time
Stephaine,Barfield,2413567,12,1/24/2022 8:09,Present on time
Curt,Kohlman,226167,12,1/24/2022 8:09,Present on time
Blair,Malet,7822000,10,1/24/2022 8:09,Present on time
Katina,Polidori,3062127,9,1/24/2022 8:09,Present on time
Ernest,Syrop,5827301,12,1/24/2022 8:09,Present on time
Kristofer,Bennick,7654760,11,1/24/2022 8:10,Present on time
Timothy,Bussert,3756627,9,1/24/2022 8:10,Tardy
Georgiana,Colbath,4458257,9,1/24/2022 8:10,Tardy
Natalie,Fern,5580276,9,1/24/2022 8:10,Tardy
Shonda,Greenbush,8725277,10,1/24/2022 8:10,Tardy
Luisa,Harnish,1055540,12,1/24/2022 8:10,Tardy
Lawanda,Jacocks,3486654,9,1/24/2022 8:10,Tardy
Steffanie,Meinen,7217245,9,1/24/2022 8:10,Tardy
Toi,Rollison,5754143,10,1/24/2022 8:10,Tardy
Catalina,Tillotson,6347144,11,1/24/2022 8:10,Tardy
Fidelia,Vilven,7061034,9,1/24/2022 8:10,Tardy
Stephaine,Vinning,5605253,10,1/24/2022 8:10,Tardy
Lashaun,Casteneda,8687660,10,1/24/2022 8:11,Tardy
Nohemi,Leko,6645712,9,1/24/2022 8:11,Tardy
Amie,Okuniewski,6621601,10,1/24/2022 8:11,Tardy
Kimberely,Rabuse,4084688,11,1/24/2022 8:11,Tardy
Alyce,Arias,6333332,10,1/24/2022 8:12,Tardy
Noah,Kalafatis,3554142,12,1/24/2022 8:12,Tardy
Vinnie,Meir,4334346,12,1/24/2022 8:12,Tardy
Harris,Sheck,2225167,12,1/24/2022 8:12,Tardy
Weldon,Acuff,7437473,12,1/24/2022 8:13,Tardy
Elina,Maury,1186286,12,1/24/2022 8:13,Tardy
Fletcher,Caneles,5153126,12,1/24/2022 8:14,Tardy
Eun,Coody,1540223,10,1/24/2022 8:14,Tardy
Lindsey,Dilello,4217214,11,1/24/2022 8:14,Tardy
Beckie,Silvestrini,1224446,9,1/24/2022 8:14,Tardy
Kiley,Caldarera,377836,10,1/24/2022 8:15,Tardy
Haydee,Denooyer,5622610,11,1/24/2022 8:15,Tardy
Gregoria,Pawlowicz,6733213,11,1/24/2022 8:15,Tardy
Herminia,Penso,1313404,12,1/24/2022 8:15,Tardy
Billye,Miro,4177825,12,1/24/2022 8:16,Present on time
Dolores,Moltz,3164774,12,1/24/2022 8:16,Tardy
Dahlia,Benett,7726454,12,1/24/2022 8:17,Present on time
Chuck,Berggren,4536675,9,1/24/2022 8:17,Tardy
Nathalie,Corners,2858536,12,1/24/2022 8:17,Tardy
Chandra,Firlik,6328462,12,1/24/2022 8:17,Present on time
Otis,Luong,3062647,9,1/24/2022 8:17,Tardy
Lorrie,Nestle,5382333,12,1/24/2022 8:17,Tardy
Helaine,Halter,315465,12,1/24/2022 8:18,Present on time
Alesia,Hixenbaugh,8155508,11,1/24/2022 8:18,Present on time
Jovita,Oles,8667314,10,1/24/2022 8:18,Tardy
Merissa,Tomblin,1022643,12,1/24/2022 8:18,Present on time
Kanisha,Waycott,3213602,11,1/24/2022 8:18,Tardy
Frank,Amend,5618461,9,1/24/2022 8:19,Tardy
Alecia,Bubash,7176047,12,1/24/2022 8:19,Tardy
Gilma,Liukko,7033167,10,1/24/2022 8:19,Present on time
Dawne,Mcloud,2765826,11,1/24/2022 8:19,Tardy
India,Sifford,2667728,12,1/24/2022 8:19,Tardy
Shannan,Cupit,6134336,10,1/24/2022 8:20,Tardy
Shala,Ogle,3126541,12,1/24/2022 8:20,Present on time
Celestine,Pritt,3362274,9,1/24/2022 8:20,Tardy
Florinda,Mackedanz,3775207,10,1/24/2022 8:21,Tardy
Lavera,Perin,3056247,12,1/24/2022 8:21,Tardy
Yolande,Staiano,3474303,10,1/24/2022 8:21,Tardy
Ernie,Stenseth,8565017,12,1/24/2022 8:21,Tardy
Rochell,Wetherby,5007656,11,1/24/2022 8:21,Tardy
Cortney,Choice,4123612,11,1/24/2022 8:22,Tardy
Cecil,Lapage,7261147,11,1/24/2022 8:22,Tardy
Rana,Lehn,8311533,11,1/24/2022 8:22,Tardy
Titus,Dugre,2373784,9,1/24/2022 8:23,Tardy
Laurel,Pagliuca,5556446,12,1/24/2022 8:23,Present on time
Ligia,Reiber,1804756,12,1/24/2022 8:23,Tardy
Raymon,Calvaresi,5842044,11,1/24/2022 8:25,Tardy
Chaya,Malvin,6746548,10,1/24/2022 8:25,Tardy
Portia,Stimmel,6564756,10,1/24/2022 8:25,Tardy
Latrice,Tolfree,7571365,9,1/24/2022 8:25,Tardy
Chanel,Caudy,5737136,12,1/24/2022 8:26,Present on time
Allene,Iturbide,8237507,11,1/24/2022 8:26,Present on time
Cathrine,Pontoriero,1540336,9,1/24/2022 8:26,Tardy
Laurel,Reitler,2777428,12,1/24/2022 8:26,Present on time
Leontine,Stalma,1033112,12,1/24/2022 8:26,Tardy
Deeanna,Juhas,3702313,11,1/24/2022 8:27,Tardy
Malcolm,Tromblay,2721571,12,1/24/2022 8:27,Present on time
Penney,Weight,841181,12,1/24/2022 8:27,Present on time
Beatriz,Corrington,2273236,11,1/24/2022 8:29,Tardy
Caitlin,Julia,2245568,12,1/24/2022 8:29,Tardy
Raul,Upthegrove,2871554,12,1/24/2022 8:29,Tardy
Cammy,Albares,6371735,11,1/24/2022 8:30,Tardy
Angella,Cetta,7536502,11,1/24/2022 8:30,Tardy
Wynell,Dorshorst,1726433,9,1/24/2022 8:30,Tardy
Dean,Ketelsen,6714140,11,1/24/2022 8:30,Tardy
Franchesca,Lamme,4744478,12,1/24/2022 8:30,Tardy
Nichelle,Meteer,7136687,11,1/24/2022 8:30,Tardy
Hui,Portaro,3536254,11,1/24/2022 8:30,Present on time
Virgina,Tegarden,6267714,10,1/24/2022 8:30,Tardy
Joye,Nedman,3444114,11,1/24/2022 8:31,Present on time
Kimberlie,Duenas,1724143,9,1/24/2022 8:32,Tardy
Kimbery,Madarang,5383445,12,1/24/2022 8:32,Present on time
Maryann,Royster,1715473,10,1/24/2022 8:33,Tardy
Casie,Good,1860118,11,1/24/2022 8:34,Tardy
Luisa,Jurney,5338124,11,1/24/2022 8:35,Present on time
Gwenn,Suffield,2140216,11,1/24/2022 8:35,Tardy
Solange,Shinko,3887764,9,1/24/2022 8:36,Tardy
Loreta,Timenez,2586241,11,1/24/2022 8:36,Tardy
Candida,Corbley,6252582,12,1/24/2022 8:37,Present on time
Sheldon,Isachsen,4637480,12,1/24/2022 8:39,Present on time
Margot,Storrs,1557103,12,1/24/2022 8:40,Tardy
Barney,Hagen,8822140,12,1/24/2022 8:41,Present on time
Leontine,Lafoy,1523513,10,1/24/2022 8:41,Present on time
Nobuko,Logwood,1223266,9,1/24/2022 8:41,Tardy
Anjelica,Lovero,7744231,12,1/24/2022 8:41,Present on time
Tayna,Sine,2045532,12,1/24/2022 8:41,Present on time
Glenn,Berray,4365772,12,1/24/2022 8:42,Tardy
Golda,Kaniecki,4543322,12,1/24/2022 8:42,Present on time
Bulah,Padilla,2122486,12,1/24/2022 8:42,Present on time
Howard,Paulas,5756626,12,1/24/2022 8:42,Present on time
Tyra,Shields,6625847,11,1/24/2022 8:42,Present on time
Coral,Brennick,2325224,9,1/24/2022 8:43,Tardy
Francoise,Rautenstrauch,6435642,12,1/24/2022 8:45,Present on time
Angelyn,Wieand,3555675,12,1/24/2022 8:46,Present on time
Dyan,Oldroyd,1415471,12,1/24/2022 8:47,Present on time
Donte,Kines,8567727,12,1/24/2022 8:48,Present on time
Adelina,Nabours,3374526,12,1/24/2022 8:48,Present on time
Polly,Sandusky,5352372,12,1/24/2022 8:48,Tardy
Monte,Tindal,2216374,12,1/24/2022 8:48,Present on time
Rima,Bevelacqua,6827124,12,1/24/2022 8:49,Present on time
Eden,Jayson,7667370,12,1/24/2022 8:49,Present on time
Rodney,Lockamy,5635724,12,1/24/2022 8:49,Present on time
Fatima,Saylors,1641305,12,1/24/2022 8:49,Present on time
Azzie,Tuazon,3333542,12,1/24/2022 8:49,Present on time
Francine,Vocelka,446370,12,1/24/2022 8:49,Present on time
Lili,Paskin,3113636,12,1/24/2022 8:50,Present on time
Jerry,Dallen,8147308,12,1/24/2022 8:51,Present on time
Azalee,Aja,3413346,11,1/24/2022 8:52,Tardy
Derick,Dhamer,6361536,12,1/24/2022 8:53,Present on time
Deandrea,Hughey,1578464,10,1/24/2022 8:54,Tardy
Nadine,Swartzbeck,8433082,12,1/24/2022 8:55,Present on time
Claribel,Varriano,6334687,11,1/24/2022 8:55,Tardy
Kimi,Selfe,2726430,11,1/24/2022 8:56,Present on time
Tresa,Sweely,1662106,12,1/24/2022 8:58,Present on time
Lucina,Lary,5011675,12,1/24/2022 8:59,Present on time
Norah,Waymire,318151,12,1/24/2022 8:59,Present on time
Justine,Ferrario,2111422,12,1/24/2022 9:00,Present on time
Phil,Kuechler,7662643,11,1/24/2022 9:00,Tardy
Essie,Fitzke,4436077,12,1/24/2022 9:04,Present on time
Sue,Kownacki,3237225,11,1/24/2022 9:04,Present on time
Kirk,Herritt,1381417,11,1/24/2022 9:05,Tardy
Miesha,Walen,4432153,10,1/24/2022 9:07,Tardy
Yoko,Fishburne,2773571,12,1/24/2022 9:08,Tardy
Vanna,Pickle,5313625,12,1/24/2022 9:08,Tardy
Shenika,Seewald,1553183,11,1/24/2022 9:08,Tardy
Doretha,Wykle,5772524,12,1/24/2022 9:08,Tardy
Myra,Palenik,5223645,11,1/24/2022 9:09,Tardy
Shasta,Canonico,2558165,12,1/24/2022 9:12,Present on time
Serina,Zagen,1212212,12,1/24/2022 9:16,Tardy
Louisa,Cronauer,2726333,12,1/24/2022 9:18,Tardy
Valentin,Klimek,8667416,12,1/24/2022 9:19,Tardy
Pamela,Mccoskey,4763602,12,1/24/2022 9:19,Tardy
Vi,Rentfro,7527716,12,1/24/2022 9:19,Tardy
Tish,Violett,7176137,12,1/24/2022 9:19,Present on time
Marge,Limmel,3182036,12,1/24/2022 9:22,Tardy
Frederica,Blunk,2321373,12,1/24/2022 9:25,Present on time
Afton,Wrinkle,6626347,12,1/24/2022 9:26,Tardy
Jaime,Wasurick,4176347,12,1/24/2022 9:28,Tardy
Raina,Brachle,3324350,12,1/24/2022 9:32,Present on time
Cecilia,Colaizzo,6813134,11,1/24/2022 9:35,Tardy
Alpha,Palaia,4131042,9,1/24/2022 9:35,Tardy
Shad,Reider,1437474,12,1/24/2022 9:35,Present on time
Tenesha,Stropko,7307677,12,1/24/2022 9:35,Present on time
Mattie,Poquette,7442771,12,1/24/2022 9:36,Tardy
Agustin,Lakatos,6232721,12,1/24/2022 9:37,Tardy
Delsie,Cerao,2142072,12,1/24/2022 9:38,Present on time
Dalene,Riden,2104602,12,1/24/2022 9:38,Tardy
Merilyn,Bayless,4244242,12,1/24/2022 9:39,Present on time
Lorrine,Worlds,5025273,12,1/24/2022 9:41,Tardy
Brunilda,Coin,6170541,12,1/24/2022 9:42,Present on time
Carman,Gudiel,3674156,12,1/24/2022 9:42,Present on time
Marion,Letran,7133121,11,1/24/2022 9:55,Tardy
Cory,Gibes,4232820,12,1/24/2022 10:01,Tardy
Adria,Gilliam,3557812,12,1/24/2022 10:12,Tardy
Sabine,Kaea,7171441,9,1/24/2022 10:20,Tardy
Dottie,Hellickson,8752584,12,1/24/2022 10:21,Tardy
Bette,Nicka,8513312,12,1/24/2022 10:47,Tardy
Bette,Digiovanni,5527847,12,1/24/2022 11:07,Tardy
Ailene,Friedman,4362185,11,1/24/2022 11:25,Tardy
Jacquline,Libbey,7360125,12,1/24/2022 11:39,Tardy
Antonette,Stimac,5513217,12,1/24/2022 13:10,Tardy
Louis,Zarling,1264536,11,1/25/2022 7:01,Present on time
Fatima,Saylors,1641305,12,1/25/2022 7:02,Present on time
Rochell,Wetherby,5007656,11,1/25/2022 7:03,Present on time
Sylvia,Cousey,8412701,10,1/25/2022 7:04,Present on time
Josephine,Darakjy,2682613,11,1/25/2022 7:04,Present on time
Ma,Layous,1633611,11,1/25/2022 7:04,Present on time
Vinnie,Meir,4334346,12,1/25/2022 7:04,Present on time
Jin,Perry,7341513,11,1/25/2022 7:04,Present on time
Lyla,Fucillo,4151320,10,1/25/2022 7:06,Present on time
Christiane,Eschberger,6767650,11,1/25/2022 7:07,Present on time
Susana,Mccarley,7175461,11,1/25/2022 7:07,Present on time
Audra,Kohnert,2711225,9,1/25/2022 7:09,Present on time
Rosalyn,Mcspedon,5638827,10,1/25/2022 7:09,Present on time
Lenna,Paprocki,8333415,11,1/25/2022 7:12,Present on time
Jennie,Drymon,5117334,11,1/25/2022 7:13,Present on time
Ozell,Shealy,1076186,9,1/25/2022 7:13,Present on time
Precious,Dubray,7613656,11,1/25/2022 7:14,Present on time
Nguyet,Kitchens,1132735,11,1/25/2022 7:14,Present on time
Renay,Oviedo,1166778,9,1/25/2022 7:14,Present on time
Ashton,Nitchals,5541156,11,1/25/2022 7:15,Present on time
Arminda,Parvis,338863,11,1/25/2022 7:15,Present on time
Willard,Kolmetz,3814527,12,1/25/2022 7:16,Present on time
Dierdre,Yum,6062256,12,1/25/2022 7:16,Present on time
Britt,Galam,7781762,12,1/25/2022 7:17,Present on time
Angella,Cetta,7536502,11,1/25/2022 7:18,Present on time
Lea,Steinhaus,6325162,11,1/25/2022 7:18,Present on time
Junita,Stoltzman,5441037,12,1/25/2022 7:18,Present on time
Cecil,Lapage,7261147,11,1/25/2022 7:19,Present on time
Nichelle,Meteer,7136687,11,1/25/2022 7:19,Present on time
Dell,Polino,7121726,9,1/25/2022 7:19,Present on time
Jarod,Catalina,5622347,9,1/25/2022 7:20,Present on time
Ciara,Ventura,5656312,11,1/25/2022 7:20,Present on time
Dawne,Mcloud,2765826,11,1/25/2022 7:21,Present on time
Jaime,Perugini,5204335,9,1/25/2022 7:21,Present on time
Alberto,Stenquist,6373540,10,1/25/2022 7:21,Present on time
Delisa,Crupi,230322,10,1/25/2022 7:22,Present on time
Judy,Boerboom,6641154,11,1/25/2022 7:23,Present on time
Silva,Riviere,4644552,11,1/25/2022 7:23,Present on time
Tawna,Buvens,1262527,9,1/25/2022 7:25,Present on time
Ivette,Dills,871547,10,1/25/2022 7:25,Present on time
Kirk,Herritt,1381417,11,1/25/2022 7:25,Present on time
Corinne,Loder,1667724,10,1/25/2022 7:25,Present on time
Alison,Mahlum,8480202,10,1/25/2022 7:25,Present on time
Annelle,Tagala,160033,12,1/25/2022 7:25,Present on time
Malcom,Vereen,5817185,11,1/25/2022 7:25,Present on time
Lenita,Darbro,7526250,10,1/25/2022 7:26,Present on time
Stephane,Myricks,78616,9,1/25/2022 7:26,Present on time
Marquetta,Quinlisk,2806485,9,1/25/2022 7:26,Present on time
Lizette,Stem,151773,10,1/25/2022 7:26,Present on time
Willow,Kusko,1646310,10,1/25/2022 7:27,Present on time
Chauncey,Motley,751544,9,1/25/2022 7:27,Present on time
Lorean,Sammon,5426443,9,1/25/2022 7:27,Present on time
Malissa,Talty,6731361,9,1/25/2022 7:27,Present on time
Dorothy,Chesterfield,8446376,9,1/25/2022 7:28,Present on time
Buddy,Cloney,5570734,9,1/25/2022 7:28,Present on time
Lasandra,Frisinger,6160373,11,1/25/2022 7:28,Present on time
Chun,Richrdson,7177353,9,1/25/2022 7:28,Present on time
Hannah,Suero,2456316,11,1/25/2022 7:28,Present on time
Blythe,Czaplinski,5577385,11,1/25/2022 7:29,Present on time
Geoffrey,Acey,3334583,10,1/25/2022 7:31,Present on time
Margurite,Brake,6867273,11,1/25/2022 7:31,Present on time
Hortencia,Bresser,3584562,11,1/25/2022 7:31,Present on time
Edmond,Buettner,6215623,10,1/25/2022 7:31,Present on time
Kenneth,Degennaro,2404323,9,1/25/2022 7:31,Present on time
Diane,Devreese,6245601,11,1/25/2022 7:31,Present on time
Daron,Dinos,4462217,12,1/25/2022 7:31,Present on time
Kelvin,Hasha,8645862,9,1/25/2022 7:31,Present on time
Salena,Karpel,3463378,9,1/25/2022 7:31,Present on time
Queenie,Kramarczyk,5542632,9,1/25/2022 7:31,Present on time
Lavina,Michelet,32524,9,1/25/2022 7:31,Present on time
Lorriane,Naddeo,7704112,9,1/25/2022 7:31,Present on time
Leslie,Threets,3237441,9,1/25/2022 7:31,Present on time
Carma,Vanheusen,7412406,10,1/25/2022 7:31,Present on time
Josphine,Villanueva,5170528,9,1/25/2022 7:31,Present on time
Verlene,Billow,4353663,10,1/25/2022 7:32,Present on time
Fletcher,Flosi,277725,9,1/25/2022 7:32,Present on time
Lottie,Hegdahl,1120768,12,1/25/2022 7:32,Present on time
Carla,Kallenberger,6140864,11,1/25/2022 7:32,Present on time
Sheron,Louissant,7352112,10,1/25/2022 7:32,Present on time
Cristal,Samara,6520711,9,1/25/2022 7:32,Present on time
Irma,Wolfgramm,166462,9,1/25/2022 7:32,Present on time
Wenona,Braseth,5412527,9,1/25/2022 7:33,Present on time
Junita,Brideau,2460415,9,1/25/2022 7:33,Present on time
Jess,Chaffins,6403174,9,1/25/2022 7:33,Present on time
Clay,Hoa,522651,9,1/25/2022 7:33,Present on time
Verona,Jobst,1474258,12,1/25/2022 7:33,Present on time
Darell,Mcalarney,1362256,10,1/25/2022 7:33,Present on time
Percy,Neelon,8573861,10,1/25/2022 7:33,Present on time
Serina,Zagen,1212212,12,1/25/2022 7:33,Present on time
Asuncion,Berson,8254563,12,1/25/2022 7:34,Present on time
Karrie,Kinikini,4542626,11,1/25/2022 7:34,Present on time
Willodean,Konopacki,2763625,9,1/25/2022 7:34,Present on time
Lili,Paskin,3113636,12,1/25/2022 7:34,Present on time
Denise,Patak,8130457,12,1/25/2022 7:34,Present on time
Tammy,Sams,1623217,9,1/25/2022 7:34,Present on time
Colby,Scotts,5437214,9,1/25/2022 7:34,Present on time
Paris,Bellis,7030014,10,1/25/2022 7:35,Present on time
Devon,Delacerda,3434526,10,1/25/2022 7:35,Present on time
Kenneth,Drizin,41158,11,1/25/2022 7:35,Present on time
Mabel,Elmquist,7112208,10,1/25/2022 7:35,Present on time
Roosevelt,Hoffis,3343571,11,1/25/2022 7:35,Present on time
Merlyn,Lawler,2482208,9,1/25/2022 7:35,Present on time
Rodolfo,Butzen,1875437,9,1/25/2022 7:36,Present on time
Tamera,Crocker,347631,9,1/25/2022 7:36,Present on time
Ruthann,Keener,1721422,9,1/25/2022 7:36,Present on time
Mirta,Mallett,6240644,9,1/25/2022 7:36,Present on time
Jerilyn,Norcia,8351554,9,1/25/2022 7:36,Present on time
Bobbye,Rhym,7326654,9,1/25/2022 7:36,Present on time
Gladys,Rim,8278371,9,1/25/2022 7:36,Present on time
